Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20020917X01780,Accident,CHI82DA027,1982-01-15,"ANOKA, MN",United States,,,ANE,ANOKA COUNTY,Non-Fatal,Substantial,Airplane,N300JR,Beech,C-45H,No,2,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,2,VMC,Landing,Probable Cause,15-01-1983
20020917X01625,Accident,ANC82DA015,1982-01-15,"NEAR NUIQSUT, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N1459T,De Havilland,DHC-2-MK3,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Sea Airmotive, Inc.",0,0,0,4,VMC,Landing,Probable Cause,15-01-1983
20020917X02096,Accident,FTW82FA041,1982-01-16,"HOUMA, LA",United States,,,,,Fatal(1),Destroyed,Helicopter,N1081H,Bell Helicopter,206L-1,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Offshore Logistics,1,2,0,0,IMC,Cruise,Probable Cause,16-01-1983
20020917X02487,Accident,NYC82DA023,1982-01-16,"SWANTON, VT",United States,,,1B7,FRANKLIN COUNTY,Non-Fatal,Substantial,Airplane,N704KE,Cessna,150M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Go-around,Probable Cause,16-01-1983
20020917X02321,Accident,LAX82FVG14,1982-01-17,"DAVIS, CA",United States,,,005,UNIVERSITY,Fatal(1),Destroyed,Airplane,N63182,Cessna,150M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Takeoff,Probable Cause,17-01-1983
20020917X02306,Accident,LAX82FUQ08,1982-01-17,"MOJAVE, CA",United States,,,MHV,MOJANE,Fatal(1),Destroyed,Airplane,N381JH,Bede Aircraft,BD-5B,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,17-01-1983
20020917X02294,Accident,LAX82FUJ24,1982-01-17,"SUNFLOWER, AZ",United States,,,,,Non-Fatal,Destroyed,Airplane,N7383S,Cessna,182P,No,1,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,1,0,VMC,Other,Probable Cause,17-01-1983
20020917X02159,Accident,LAX82DA042,1982-01-17,"HONOLULU, HI",United States,,,,HONOLULU INTL,Non-Fatal,Destroyed,Airplane,N21DR,Convair,440,No,2,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Island Airlines Hawaii Inc.,0,0,2,1,VMC,Takeoff,Probable Cause,17-01-1983
20020917X02142,Accident,FTW82FRG21,1982-01-17,"PORT MANSFIELD, TX",United States,,,T05,PORT MANSFIELD,Fatal(1),Destroyed,Airplane,N9181Y,Piper,PA-31,No,2,Reciprocating,Part 91: General Aviation,,Unknown,,1,0,0,0,VMC,Approach,Probable Cause,17-01-1983
20020917X01967,Accident,DEN82FA020,1982-01-17,"DELTA, UT",United States,,,,,Non-Fatal,Destroyed,Airplane,N91TW,Piper,PA-31T,No,2,Turbo Prop,Part 91: General Aviation,,Personal,,0,0,3,0,VMC,Maneuvering,Probable Cause,17-01-1983
20020917X01721,Accident,ATL82FA035,1982-01-17,"PICAYUNE, MS",United States,,,PCU,PICAYUNE-PEARL RIVER CNTY,Fatal(2),Destroyed,Airplane,N654T,Beech,F50,No,2,Reciprocating,Part 91: General Aviation,,Unknown,,2,0,0,0,VMC,Takeoff,Probable Cause,17-01-1983
20020917X01624,Accident,ANC82DA014,1982-01-17,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Destroyed,Airplane,N63516,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,1,1,VMC,Takeoff,Probable Cause,17-01-1983
20020917X01914,Accident,DEN82DA019,1982-01-17,"CEDAR CITY, UT",United States,,,,SWAINS CREEK,Non-Fatal,Substantial,Airplane,N2600Y,Cessna,180E,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Maneuvering,Probable Cause,17-01-1983
20020917X01645,Accident,ANC82DAG15,1982-01-17,"TULUKSAK, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N3574D,Cessna,170B,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,17-01-1983
20020917X01660,Accident,ATL82DA036,1982-01-17,"CENTERVILLE, AL",United States,,,,,Non-Fatal,Substantial,Helicopter,N203AL,Bell,206B,No,1,Turbo Shaft,Part 91: General Aviation,,Unknown,,0,0,0,2,VMC,Maneuvering,Probable Cause,17-01-1983
20020917X02624,Accident,SEA82FYM08,1982-01-18,"ORCHARDS, WA",United States,,,,CLARK COUNTY,Non-Fatal,Destroyed,Airplane,N2127W,Beech,C23,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,2,2,0,VMC,Descent,Probable Cause,18-01-1983
20020917X02257,Accident,LAX82FA047,1982-01-18,"DOWNIEVILLE, CA",United States,,,,,Fatal(1),Destroyed,Airplane,N5295R,Cessna,172M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,18-01-1983
20020917X01723,Accident,ATL82FA039,1982-01-18,"BLAIRSVILLE, GA",United States,,,,,Fatal(3),Destroyed,Airplane,N4583J,Piper,PA-28-180,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,IMC,Cruise,Probable Cause,18-01-1983
20020917X01999,Accident,FTW82DA045,1982-01-18,"S.E. OF HOUMA, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N2705K,Cessna,180K,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Takeoff,Probable Cause,18-01-1983
20020917X01722,Accident,ATL82FA037,1982-01-18,"MADISON COUNTY, AL",United States,,,HSV,HUNTSVILLE-MADISON COUNTY,Fatal(4),Substantial,Airplane,N641CH,Cessna,210L,No,1,Reciprocating,Part 91: General Aviation,,Personal,,4,0,0,0,IMC,Approach,Probable Cause,18-01-1983
20020917X02476,Accident,MKC82FCQ08,1982-01-19,"CEDAR VALE, KS",United States,,,KS30,MILLS RANCH,Fatal(1),Destroyed,Airplane,N7761M,Mooney,M20F,No,1,Reciprocating,Part 91: General Aviation,,Business,,1,0,0,0,VMC,Takeoff,Probable Cause,19-01-1983
20020917X02121,Accident,FTW82FPJ12,1982-01-19,"STILLWATER, OK",United States,,,SWO,STILLWATER MUNICIPAL,Fatal(2),Destroyed,Airplane,N4438D,Beech,G35,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,IMC,Maneuvering,Probable Cause,19-01-1983
20020917X01978,Accident,DEN82FTA09,1982-01-19,"WOLF PT., MT",United States,,,,,Fatal(1),Destroyed,Airplane,N35147,Cessna,177B,No,1,Reciprocating,Part 91: General Aviation,,Business,,1,2,0,0,UNK,Cruise,Probable Cause,19-01-1983
20020917X01908,Accident,DCA82AA012B,1982-01-19,"ROCKPORT, TX",United States,,,RKP,ARANSAS COUNTY AIRPORT,Fatal(3),Destroyed,Airplane,N26660,Grumman,AA5A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,IMC,Approach,Probable Cause,19-01-1983
20020917X01908,Accident,DCA82AA012A,1982-01-19,"ROCKPORT, TX",United States,,,RKP,ARANSAS COUNTY AIRPORT,Fatal(3),Destroyed,Airplane,N336SA,Swearingen,SA226-T(B),No,2,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,3,0,0,0,IMC,Approach,Probable Cause,19-01-1983
20020917X01766,Incident,ATL82IA038,1982-01-19,"WASHINGTON, DC",United States,,,IAD,,Incident,Minor,Airplane,N9240N,De Havilland,DHC-6-300,No,2,Turbo Prop,Part 91: General Aviation,,Ferry,,0,0,0,1,IMC,Descent,Probable Cause,19-01-1983
20020917X02490,Accident,NYC82DA026,1982-01-19,"SOMERSET, PA",United States,,,2G9,SOMERSET COUNTY,Non-Fatal,Substantial,Airplane,N8043J,Piper,AEROSTAR 601P,No,2,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0,0,0,2,VMC,Takeoff,Probable Cause,19-01-1983
20020917X02488,Accident,NYC82DA024,1982-01-19,"ENFIELD, NH",United States,,,,,Non-Fatal,Substantial,Airplane,N68292,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Cruise,Probable Cause,19-01-1983
20020917X02425,Accident,MKC82DA018,1982-01-19,"TOPEKA, KS",United States,,,,,Non-Fatal,Substantial,Airplane,N52757,Cessna,182P,No,1,Reciprocating,Part 91: General Aviation,,Aerial Observation,,0,0,1,1,VMC,Cruise,Probable Cause,19-01-1983
20020917X02424,Accident,MKC82DA017,1982-01-19,"URBANDALE, IA",United States,,,Y76,MORNINGSTAR,Non-Fatal,Substantial,Airplane,N1969Q,Cessna,177RG,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Climb,Probable Cause,19-01-1983
20020917X02296,Accident,LAX82FUJ26,1982-01-19,"KINGMAN, AZ",United States,,,IGM,MOJANE,Non-Fatal,Substantial,Airplane,N824CB,Beachner,QUICK SILVER,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,0,VMC,Climb,Probable Cause,19-01-1983
20020917X02160,Accident,LAX82DA043,1982-01-19,"SANTA MONICA, CA",United States,,,SMO,SANTA MONICA,Non-Fatal,Substantial,Airplane,N9255X,Cessna,182E,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,19-01-1983
20020917X01997,Accident,FTW82DA042,1982-01-19,"SHREVEPORT, LA",United States,,,SHV,SHREVEPORT REGIONAL,Non-Fatal,Substantial,Airplane,N6510S,Cessna,150H,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,19-01-1983
20020917X01806,Accident,CHI82DA056,1982-01-19,"NEAR LANSING, MI",United States,,,,,Non-Fatal,Substantial,Airplane,N4140G,Cessna,340A,No,2,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,2,UNK,Cruise,Probable Cause,19-01-1983
20020917X01781,Accident,CHI82DA028,1982-01-19,"GRAND RAPIDS, MI",United States,,,GRR,KENT COUNTY,Non-Fatal,Substantial,Airplane,N26093,Piper,PA-38-112,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Takeoff,Probable Cause,19-01-1983
20020917X02397,Accident,MIA82FA034,1982-01-19,"MIAMI, FL",United States,,,MIA,MIAMI INTL,Non-Fatal,Substantial,Airplane,HCBHS,Canadair,CL-44D4,No,4,Turbo Prop,Part 129: Foreign,NSCH,Unknown,"Acroservicios Eduatorianos, C",0,0,0,6,VMC,Landing,Probable Cause,19-01-1983
20020917X01628,Accident,ANC82DA019,1982-01-19,"TUNTUTULIAK, AK",United States,,,AK61,TUNTUTULIAK,Non-Fatal,Substantial,Airplane,N4246T,Piper,PA-32,No,1,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Dennis L Gunder,0,0,0,2,VMC,Takeoff,Probable Cause,19-01-1983
20020917X02334,Incident,LAX82IA044,1982-01-20,"SAN JOSE, CA",United States,,,SJC,SAN JOSE MUNICIPAL,Incident,Minor,Airplane,N74HP,Piper,PA-31-350,No,2,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0,0,0,2,VMC,Takeoff,Probable Cause,20-01-1983
20020917X02258,Accident,LAX82FA048,1982-01-20,"CHERRY VALLEY, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N9395Q,Beech,58,No,2,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,IMC,Cruise,Probable Cause,20-01-1983
20020917X02256,Accident,LAX82FA045,1982-01-20,"ESCONDIDO, CA",United States,,,,,Fatal(3),Destroyed,Airplane,N92387,Cessna,182N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,3,0,0,0,IMC,Descent,Probable Cause,20-01-1983
20020917X01751,Accident,ATL82FKQ10,1982-01-20,"MCCOMB, MS",United States,,,,MCCOMB-PIKE COUNTY,Fatal(1),Destroyed,Airplane,N6242Y,Piper,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,,Business,,1,0,0,0,IMC,Approach,Probable Cause,20-01-1983
20020917X02398,Accident,MIA82FA035,1982-01-20,"ORLANDO, FL",United States,,,ORL,HERNDON,Fatal(1),Substantial,Airplane,N3318S,Cessna,210,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,1,VMC,Approach,Probable Cause,20-01-1983
20020917X01998,Accident,FTW82DA044,1982-01-20,"MIDLAND, TX",United States,,,MDD,MIDLAND AIRPARK,Non-Fatal,Substantial,Airplane,N5350M,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,20-01-1983
20020917X01915,Accident,DEN82DA021,1982-01-20,"BONDURANT, WY",United States,,,,,Non-Fatal,Substantial,Helicopter,N7402F,Hughes,269C,No,1,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,2,VMC,Landing,Probable Cause,20-01-1983
20020917X02619,Accident,SEA82FA032,1982-01-21,"BOISE, ID",United States,,,,,Fatal(4),Destroyed,Airplane,N4947K,Cessna,P210N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,4,0,0,0,IMC,Cruise,Probable Cause,21-01-1983
20020917X02467,Accident,MKC82FA019,1982-01-21,"NORTH KANSAS CI, MO",United States,,,,,Fatal(1),Destroyed,Airplane,N4553Q,Cessna,402A,No,2,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Springdale Air Service, Inc.",1,0,0,0,IMC,Approach,Probable Cause,21-01-1983
20020917X02399,Accident,MIA82FA037,1982-01-21,"15NM W. OPA LOC, FL",United States,,,X64,OPA LOCKA WEST,Non-Fatal,Destroyed,Airplane,N211TA,Douglas,DC-3,No,2,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,2,0,VMC,Takeoff,Probable Cause,21-01-1983
20020917X02295,Accident,LAX82FUJ25,1982-01-21,"BAGDAD, AZ",United States,,,E51,BAGDAD,Non-Fatal,Destroyed,Airplane,N40291,Piper,PA-23-250,No,2,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0,1,2,0,IMC,Maneuvering,Probable Cause,21-01-1983
20020917X02260,Accident,LAX82FA050,1982-01-21,"10NM N. OF MCNA, AZ",United States,,,,,Fatal(1),Destroyed,Airplane,N41664,Piper,PA-28-235,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,21-01-1983
20020917X01762,Accident,ATL82FLT02,1982-01-21,"NEW ALBANY, MS",United States,,,,NEW ALBANY,Fatal(1),Destroyed,Airplane,N6142L,Grumman,AA-1,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Takeoff,Probable Cause,21-01-1983
20020917X01749,Accident,ATL82FKJ11,1982-01-21,"MUSCLE SHOALS, AL",United States,,,MSL,MUSCLE SHOALS,Non-Fatal,Destroyed,Airplane,N31937,Piper,PA-32,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,1,3,0,VMC,Approach,Probable Cause,21-01-1983
20020917X01626,Accident,ANC82DA016,1982-01-21,"PORT GRAHAM, AK",United States,,,KEB,ENGLISH BAY,Non-Fatal,Destroyed,Airplane,N1729U,Cessna,207,No,1,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Cook Inlet Aviation,0,0,1,0,VMC,Landing,Probable Cause,21-01-1983
20020917X01782,Accident,CHI82DA029,1982-01-21,"SHELL LAKE, WI",United States,,,39D,SHELL LAKE,Non-Fatal,Substantial,Airplane,N6029Q,Mooney,M-20,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Takeoff,Probable Cause,21-01-1983
20020917X02161,Accident,LAX82DA046,1982-01-21,"DOS PALOS, CA",United States,,,Q38,SPAIN-AIR AIRPORT,Non-Fatal,Substantial,Airplane,N8793S,Air Tractor,301,No,1,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0,0,0,1,VMC,Takeoff,Probable Cause,21-01-1983
20020917X02307,Accident,LAX82FUQ09,1982-01-22,"LANCASTER, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N13JL,Sons Mustang,II,Yes,1,Reciprocating,Part 91: General Aviation,,Unknown,,2,0,0,0,VMC,Unknown,Probable Cause,22-01-1983
20020917X01767,Incident,ATL82IA041,1982-01-22,"LOUISVILLE, KY",United States,,,SDF,STANDIFORD FIELD,Incident,,Airplane,N18FE,Dassault/sud,FALCON 20,No,2,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Federal Express Corporation,0,0,0,2,VMC,Descent,Probable Cause,22-01-1983
20020917X02171,Accident,LAX82DA060,1982-01-22,"CARSON CITY, NV",United States,,,004,CARSON CITY,Non-Fatal,Substantial,Airplane,N13083,Cessna,172M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,22-01-1983
20020917X02578,Accident,SEA82DA020,1982-01-22,"NEAR KINGSTON, ID",United States,,,,,Non-Fatal,Substantial,Helicopter,N97AR,Sikorsky,S-58J,No,1,Reciprocating,Part 133: Rotorcraft Ext. Load,UNK,Unknown,,0,0,0,2,VMC,Maneuvering,Probable Cause,22-01-1983
20020917X02622,Accident,SEA82FYK07,1982-01-23,"LAPINE, OR",United States,,,,,Fatal(1),Destroyed,Airplane,N8172B,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,0,0,IMC,Approach,Probable Cause,23-01-1983
20020917X02259,Accident,LAX82FA049A,1982-01-23,"VICTORVILLE, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N7860V,Mooney,M20C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,4,0,VMC,Unknown,Probable Cause,23-01-1983
20020917X02000,Accident,FTW82DA047,1982-01-23,"HOBBS, NM",United States,,,,,Non-Fatal,Destroyed,Airplane,N8584,Grumman,G-164A,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,23-01-1983
20020917X01909,Accident,DCA82AA013,1982-01-23,"BOSTON, MA",United States,,,,BOSTON-LOGAN INTER'L,Fatal(2),Destroyed,Airplane,N113WA,Mcdonnell Douglas,DC-10-30,No,3,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"World Airways, Inc.",2,4,24,182,IMC,Landing,Probable Cause,23-01-1983
20020917X01883,Accident,CHI82FA032,1982-01-23,"LONDON, OH",United States,,,,,Fatal(1),Destroyed,Airplane,N6940Q,Beech,A23A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,23-01-1983
20020917X02426,Accident,MKC82DA020,1982-01-23,"TOPEKA, KS",United States,,,TOP,PHILLIP BILLARD,Non-Fatal,Substantial,Airplane,N2872D,Piper,PA-32-300,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,23-01-1983
20020917X02400,Accident,MIA82FA038B,1982-01-23,"NEWPORT RICHEY, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N45453,Cessna,150M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Cruise,Probable Cause,23-01-1983
20020917X02400,Accident,MIA82FA038A,1982-01-23,"NEWPORT RICHEY, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N32555,Piper,PA-34-200T,No,2,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Approach,Probable Cause,23-01-1983
20020917X02259,Accident,LAX82FA049B,1982-01-23,"VICTORVILLE, CA",United States,,,,,Fatal(2),Substantial,Airplane,N32380,Piper,PA-28-235,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,4,0,VMC,Cruise,Probable Cause,23-01-1983
20020917X02113,Accident,FTW82FPD08,1982-01-23,"SAGINAW, TX",United States,,,O4TX,OLIVER FARMS,Non-Fatal,Substantial,Airplane,N7219S,Cessna,150H,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,1,0,0,VMC,Landing,Probable Cause,23-01-1983
20020917X01916,Accident,DEN82DA022,1982-01-23,"36 SW LARAMIE, WY",United States,,,,,Non-Fatal,Substantial,Helicopter,N1085T,Bell/textron,206 L-1,No,1,Turbo Shaft,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,23-01-1983
20020917X02162,Accident,LAX82DA051,1982-01-23,"WATSONVILLE, CA",United States,,,,,Non-Fatal,Substantial,Helicopter,N10194,Bell,47G-2,No,1,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0,0,0,1,VMC,Maneuvering,Probable Cause,23-01-1983
20020917X02002,Accident,FTW82DA049,1982-01-23,"HOUSTON, TX",United States,,,T17,WEISER,Non-Fatal,Substantial,Airplane,N2536K,Piper,PA-38-112,No,1,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,1,1,VMC,Go-around,Probable Cause,23-01-1983
20020917X01990,Accident,FTW82AA046,1982-01-24,"LAREDO, TX",United States,,,LRD,LAREDO INTERNATIONAL,Fatal(7),Destroyed,Airplane,N4244Z,Robertson,C-402B,No,2,Reciprocating,Part 91: General Aviation,,Personal,,7,0,0,0,VMC,Approach,Probable Cause,24-01-1983
20020917X02563,Accident,NYC82FNA10,1982-01-24,"TAUNTON, MA",United States,,,TAN,,Non-Fatal,Substantial,Airplane,N80420,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,2,0,UNK,Approach,Probable Cause,24-01-1983
20020917X02163,Accident,LAX82DA052,1982-01-24,"FLAGSTAFF, AZ",United States,,,FLG,PULLIAM FIELD,Non-Fatal,Substantial,Airplane,N13533,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,24-01-1983
20020917X01895,Accident,CHI82FEE12,1982-01-24,"WHEELING, IL",United States,,,,PAL WAUKEE,Non-Fatal,Substantial,Airplane,N6492V,Cessna,172RG,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Standing,Probable Cause,24-01-1983
20020917X01661,Accident,ATL82DA040,1982-01-24,"ATHENS, GA",United States,,,AHN,ATHENS MUNICIPAL,Non-Fatal,Substantial,Airplane,N34975,Cessna,177,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Descent,Probable Cause,24-01-1983
20020917X01646,Accident,ANC82DAG16,1982-01-25,"BETHEL, AK",United States,,,,,Fatal(2),Destroyed,Airplane,N71734,Cessna,182M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,UNK,Cruise,Probable Cause,25-01-1983
20020917X01652,Accident,ANC82FA017,1982-01-25,"ANCHORAGE, AK",United States,,,Z38,SKY HARBOR/O'MALLEY,Non-Fatal,Substantial,Airplane,N4825B,Cessna,152II,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,1,0,VMC,Descent,Probable Cause,25-01-1983
20020917X02123,Accident,FTW82FPM09,1982-01-26,"MUSKOGEE, OK",United States,,,,,Non-Fatal,Destroyed,Airplane,N9413G,Cessna,A188B,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0,1,0,0,VMC,Maneuvering,Probable Cause,26-01-1983
20020917X02485,Accident,NYC82DA020,1982-01-26,"SUSSEX, NJ",United States,,,,SUSSEX,Non-Fatal,Substantial,Airplane,N5989W,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,26-01-1983
20020917X02430,Accident,MKC82DA025,1982-01-26,"LEE'S SUMMIT, MO",United States,,,K84,MCCOMAS-LEES SUMMIT,Non-Fatal,Substantial,Airplane,N9259H,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,3,VMC,Taxi,Probable Cause,26-01-1983
20020917X02427,Accident,MKC82DA021,1982-01-26,"ESSEX, MO",United States,,,,,Non-Fatal,Substantial,Airplane,N89772,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,26-01-1983
20020917X01917,Accident,DEN82DA023,1982-01-26,"HAVRE, MT",United States,,,,,Non-Fatal,Substantial,Airplane,N88202,Bellanca,7GCBC,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Takeoff,Probable Cause,26-01-1983
20020917X01918,Accident,DEN82DA024,1982-01-26,"10MI. NW WALSEN, CO",United States,,,,,Non-Fatal,Substantial,Helicopter,N58214,Hughes,369D,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Russell Lyon,0,0,2,2,VMC,Cruise,Probable Cause,26-01-1983
20020917X02261,Accident,LAX82FA061,1982-01-27,"LAGUNITAS, CA",United States,,,,,Fatal(1),Destroyed,Helicopter,N96142,Bell,UH1B,Yes,1,Turbo Shaft,Part 133: Rotorcraft Ext. Load,UNK,Unknown,,1,0,0,0,VMC,Maneuvering,Probable Cause,27-01-1983
20020917X02491,Accident,NYC82DA027,1982-01-27,"ANSONIA, CT",United States,,,,ANSONIA,Non-Fatal,Substantial,Airplane,N4918H,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,27-01-1983
20020917X02164,Accident,LAX82DA053,1982-01-27,"LODI, CA",United States,,,O20,KINGDON AIRPARK,Non-Fatal,Substantial,Airplane,N64951,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,27-01-1983
20020917X01925,Accident,DEN82DA031,1982-01-27,"BROOMFIELD, CO",United States,,,BJC,JEFFERSON COUNTY,Non-Fatal,Substantial,Airplane,N5745T,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Taxi,Probable Cause,27-01-1983
20020917X01783,Accident,CHI82DA031,1982-01-27,"HOFFMAN, MN",United States,,,,PRIVATE STRIP,Non-Fatal,Substantial,Airplane,N3174C,Aeronca,7BCM,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,27-01-1983
20020917X01742,Accident,ATL82FID05,1982-01-27,"CHARLOTTESVILLE, VA",United States,,,CHO,ALBEMARLE,Non-Fatal,Substantial,Airplane,N2466B,Piper,PA-38-112,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Approach,Probable Cause,27-01-1983
